label,prompt,mean_same,max_other,score
Lepista nuda,Lepista nuda in low contrast conditions,-inf,-inf,
Lepista nuda,Lepista nuda typically displaying black coloration,-inf,-inf,
Lepista nuda,Lepista nuda typically displaying tan coloration,-inf,-inf,
Lepista nuda,Lepista nuda typically displaying brown coloration,-inf,-inf,
Lepista nuda,Lepista nuda commonly showing highly detailed,-inf,-inf,
Lepista nuda,Lepista nuda commonly showing moderately textured,-inf,-inf,
Lepista nuda,a photo of wood blewit,-inf,-inf,
Lepista nuda,a photograph of wood blewit,-inf,-inf,
Lepista nuda,wood blewit mushroom,-inf,-inf,
Lepista nuda,wood blewit fungus,-inf,-inf,
Lepista nuda,photo of wood blewit mushroom,-inf,-inf,
Lepista nuda,field guide photo of wood blewit,-inf,-inf,
Lepista nuda,a photo of blue stalk mushroom,-inf,-inf,
Lepista nuda,a photograph of blue stalk mushroom,-inf,-inf,
Lepista nuda,blue stalk mushroom mushroom,-inf,-inf,
Lepista nuda,blue stalk mushroom fungus,-inf,-inf,
Lepista nuda,photo of blue stalk mushroom mushroom,-inf,-inf,
Lepista nuda,field guide photo of blue stalk mushroom,-inf,-inf,
Lepista nuda,a photo of the blewit,-inf,-inf,
Lepista nuda,a photograph of the blewit,-inf,-inf,
Lepista nuda,the blewit mushroom,-inf,-inf,
Lepista nuda,the blewit fungus,-inf,-inf,
Lepista nuda,photo of the blewit mushroom,-inf,-inf,
Lepista nuda,field guide photo of the blewit,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres mushroom with black coloration,-inf,-inf,
Leratiomyces ceres,mushroom displaying black tones,-inf,-inf,
Leratiomyces ceres,black-colored Leratiomyces ceres fungus,-inf,-inf,
Leratiomyces ceres,photograph of black Leratiomyces ceres,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres mushroom with gray coloration,-inf,-inf,
Leratiomyces ceres,mushroom displaying gray tones,-inf,-inf,
Leratiomyces ceres,gray-colored Leratiomyces ceres fungus,-inf,-inf,
Leratiomyces ceres,photograph of gray Leratiomyces ceres,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres showing moderately textured surface,-inf,-inf,
Leratiomyces ceres,mushroom with moderately textured cap texture,-inf,-inf,
Leratiomyces ceres,moderately textured Leratiomyces ceres specimen,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres showing highly detailed surface,-inf,-inf,
Leratiomyces ceres,mushroom with highly detailed cap texture,-inf,-inf,
Leratiomyces ceres,highly detailed Leratiomyces ceres specimen,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres with irregular cap,-inf,-inf,
Leratiomyces ceres,mushroom displaying irregular cap,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres showing irregular cap,-inf,-inf,
Leratiomyces ceres,"Leratiomyces ceres with wide, spreading form",-inf,-inf,
Leratiomyces ceres,"mushroom displaying wide, spreading form",-inf,-inf,
Leratiomyces ceres,"Leratiomyces ceres showing wide, spreading form",-inf,-inf,
Leratiomyces ceres,naturally lit photograph of Leratiomyces ceres,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres in naturally lit conditions,-inf,-inf,
Leratiomyces ceres,balanced contrast photograph of Leratiomyces ceres,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres in balanced contrast conditions,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres with black and gray coloring and moderately textured texture,-inf,-inf,
Leratiomyces ceres,black Leratiomyces ceres mushroom with irregular cap,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres mushroom with brown coloration,-inf,-inf,
Leratiomyces ceres,mushroom displaying brown tones,-inf,-inf,
Leratiomyces ceres,brown-colored Leratiomyces ceres fungus,-inf,-inf,
Leratiomyces ceres,photograph of brown Leratiomyces ceres,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres with balanced proportions,-inf,-inf,
Leratiomyces ceres,mushroom displaying balanced proportions,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres showing balanced proportions,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres with black and brown coloring and moderately textured texture,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres mushroom with tan coloration,-inf,-inf,
Leratiomyces ceres,mushroom displaying tan tones,-inf,-inf,
Leratiomyces ceres,tan-colored Leratiomyces ceres fungus,-inf,-inf,
Leratiomyces ceres,photograph of tan Leratiomyces ceres,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres showing smooth surface,-inf,-inf,
Leratiomyces ceres,mushroom with smooth cap texture,-inf,-inf,
Leratiomyces ceres,smooth Leratiomyces ceres specimen,-inf,-inf,
Leratiomyces ceres,"Leratiomyces ceres with tall, narrow form",-inf,-inf,
Leratiomyces ceres,"mushroom displaying tall, narrow form",-inf,-inf,
Leratiomyces ceres,"Leratiomyces ceres showing tall, narrow form",-inf,-inf,
Leratiomyces ceres,low contrast photograph of Leratiomyces ceres,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres in low contrast conditions,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres with tan and brown coloring and smooth texture,-inf,-inf,
Leratiomyces ceres,tan Leratiomyces ceres mushroom with irregular cap,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres showing rough surface,-inf,-inf,
Leratiomyces ceres,mushroom with rough cap texture,-inf,-inf,
Leratiomyces ceres,rough Leratiomyces ceres specimen,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres with black and gray coloring and rough texture,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres showing textured surface,-inf,-inf,
Leratiomyces ceres,mushroom with textured cap texture,-inf,-inf,
Leratiomyces ceres,textured Leratiomyces ceres specimen,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres with black and tan coloring and smooth texture,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres typically displaying black coloration,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres typically displaying brown coloration,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres typically displaying gray coloration,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres commonly showing highly detailed,-inf,-inf,
Leratiomyces ceres,Leratiomyces ceres commonly showing moderately textured,-inf,-inf,
Leratiomyces ceres,a photo of Redlead Roundhead,-inf,-inf,
Leratiomyces ceres,a photograph of Redlead Roundhead,-inf,-inf,
Leratiomyces ceres,Redlead Roundhead mushroom,-inf,-inf,
Leratiomyces ceres,Redlead Roundhead fungus,-inf,-inf,
Leratiomyces ceres,photo of Redlead Roundhead mushroom,-inf,-inf,
Leratiomyces ceres,field guide photo of Redlead Roundhead,-inf,-inf,
Leratiomyces ceres,a photo of the chip cherry,-inf,-inf,
Leratiomyces ceres,a photograph of the chip cherry,-inf,-inf,
Leratiomyces ceres,the chip cherry mushroom,-inf,-inf,
Leratiomyces ceres,the chip cherry fungus,-inf,-inf,
Leratiomyces ceres,photo of the chip cherry mushroom,-inf,-inf,
Leratiomyces ceres,field guide photo of the chip cherry,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus mushroom with black coloration,-inf,-inf,
Leucoagaricus americanus,mushroom displaying black tones,-inf,-inf,
Leucoagaricus americanus,black-colored Leucoagaricus americanus fungus,-inf,-inf,
Leucoagaricus americanus,photograph of black Leucoagaricus americanus,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus mushroom with gray coloration,-inf,-inf,
Leucoagaricus americanus,mushroom displaying gray tones,-inf,-inf,
Leucoagaricus americanus,gray-colored Leucoagaricus americanus fungus,-inf,-inf,
Leucoagaricus americanus,photograph of gray Leucoagaricus americanus,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus showing rough surface,-inf,-inf,
Leucoagaricus americanus,mushroom with rough cap texture,-inf,-inf,
Leucoagaricus americanus,rough Leucoagaricus americanus specimen,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus showing highly detailed surface,-inf,-inf,
Leucoagaricus americanus,mushroom with highly detailed cap texture,-inf,-inf,
Leucoagaricus americanus,highly detailed Leucoagaricus americanus specimen,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus with irregular cap,-inf,-inf,
Leucoagaricus americanus,mushroom displaying irregular cap,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus showing irregular cap,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus with balanced proportions,-inf,-inf,
Leucoagaricus americanus,mushroom displaying balanced proportions,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus showing balanced proportions,-inf,-inf,
Leucoagaricus americanus,"dark, shadowy photograph of Leucoagaricus americanus",-inf,-inf,
Leucoagaricus americanus,"Leucoagaricus americanus in dark, shadowy conditions",-inf,-inf,
Leucoagaricus americanus,balanced contrast photograph of Leucoagaricus americanus,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus in balanced contrast conditions,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus with black and gray coloring and rough texture,-inf,-inf,
Leucoagaricus americanus,black Leucoagaricus americanus mushroom with irregular cap,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus mushroom with green coloration,-inf,-inf,
Leucoagaricus americanus,mushroom displaying green tones,-inf,-inf,
Leucoagaricus americanus,green-colored Leucoagaricus americanus fungus,-inf,-inf,
Leucoagaricus americanus,photograph of green Leucoagaricus americanus,-inf,-inf,
Leucoagaricus americanus,naturally lit photograph of Leucoagaricus americanus,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus in naturally lit conditions,-inf,-inf,
Leucoagaricus americanus,high contrast photograph of Leucoagaricus americanus,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus in high contrast conditions,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus showing moderately textured surface,-inf,-inf,
Leucoagaricus americanus,mushroom with moderately textured cap texture,-inf,-inf,
Leucoagaricus americanus,moderately textured Leucoagaricus americanus specimen,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus with black and gray coloring and moderately textured texture,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus mushroom with brown coloration,-inf,-inf,
Leucoagaricus americanus,mushroom displaying brown tones,-inf,-inf,
Leucoagaricus americanus,brown-colored Leucoagaricus americanus fungus,-inf,-inf,
Leucoagaricus americanus,photograph of brown Leucoagaricus americanus,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus with gray and black coloring and rough texture,-inf,-inf,
Leucoagaricus americanus,gray Leucoagaricus americanus mushroom with irregular cap,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus typically displaying black coloration,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus typically displaying gray coloration,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus typically displaying green coloration,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus commonly showing highly detailed,-inf,-inf,
Leucoagaricus americanus,Leucoagaricus americanus commonly showing rough,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites mushroom with black coloration,-inf,-inf,
Leucoagaricus leucothites,mushroom displaying black tones,-inf,-inf,
Leucoagaricus leucothites,black-colored Leucoagaricus leucothites fungus,-inf,-inf,
Leucoagaricus leucothites,photograph of black Leucoagaricus leucothites,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites mushroom with brown coloration,-inf,-inf,
Leucoagaricus leucothites,mushroom displaying brown tones,-inf,-inf,
Leucoagaricus leucothites,brown-colored Leucoagaricus leucothites fungus,-inf,-inf,
Leucoagaricus leucothites,photograph of brown Leucoagaricus leucothites,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites mushroom with cream coloration,-inf,-inf,
Leucoagaricus leucothites,mushroom displaying cream tones,-inf,-inf,
Leucoagaricus leucothites,cream-colored Leucoagaricus leucothites fungus,-inf,-inf,
Leucoagaricus leucothites,photograph of cream Leucoagaricus leucothites,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites showing rough surface,-inf,-inf,
Leucoagaricus leucothites,mushroom with rough cap texture,-inf,-inf,
Leucoagaricus leucothites,rough Leucoagaricus leucothites specimen,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites showing highly detailed surface,-inf,-inf,
Leucoagaricus leucothites,mushroom with highly detailed cap texture,-inf,-inf,
Leucoagaricus leucothites,highly detailed Leucoagaricus leucothites specimen,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites with irregular cap,-inf,-inf,
Leucoagaricus leucothites,mushroom displaying irregular cap,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites showing irregular cap,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites with balanced proportions,-inf,-inf,
Leucoagaricus leucothites,mushroom displaying balanced proportions,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites showing balanced proportions,-inf,-inf,
Leucoagaricus leucothites,naturally lit photograph of Leucoagaricus leucothites,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites in naturally lit conditions,-inf,-inf,
Leucoagaricus leucothites,high contrast photograph of Leucoagaricus leucothites,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites in high contrast conditions,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites with black and brown coloring and rough texture,-inf,-inf,
Leucoagaricus leucothites,black Leucoagaricus leucothites mushroom with irregular cap,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites showing smooth surface,-inf,-inf,
Leucoagaricus leucothites,mushroom with smooth cap texture,-inf,-inf,
Leucoagaricus leucothites,smooth Leucoagaricus leucothites specimen,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites with cream and black coloring and smooth texture,-inf,-inf,
Leucoagaricus leucothites,cream Leucoagaricus leucothites mushroom with irregular cap,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites mushroom with gray coloration,-inf,-inf,
Leucoagaricus leucothites,mushroom displaying gray tones,-inf,-inf,
Leucoagaricus leucothites,gray-colored Leucoagaricus leucothites fungus,-inf,-inf,
Leucoagaricus leucothites,photograph of gray Leucoagaricus leucothites,-inf,-inf,
Leucoagaricus leucothites,balanced contrast photograph of Leucoagaricus leucothites,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites in balanced contrast conditions,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites with black and gray coloring and rough texture,-inf,-inf,
Leucoagaricus leucothites,"Leucoagaricus leucothites with tall, narrow form",-inf,-inf,
Leucoagaricus leucothites,"mushroom displaying tall, narrow form",-inf,-inf,
Leucoagaricus leucothites,"Leucoagaricus leucothites showing tall, narrow form",-inf,-inf,
Leucoagaricus leucothites,"dark, shadowy photograph of Leucoagaricus leucothites",-inf,-inf,
Leucoagaricus leucothites,"Leucoagaricus leucothites in dark, shadowy conditions",-inf,-inf,
Leucoagaricus leucothites,"Leucoagaricus leucothites with wide, spreading form",-inf,-inf,
Leucoagaricus leucothites,"mushroom displaying wide, spreading form",-inf,-inf,
Leucoagaricus leucothites,"Leucoagaricus leucothites showing wide, spreading form",-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites typically displaying black coloration,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites typically displaying gray coloration,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites typically displaying cream coloration,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites commonly showing highly detailed,-inf,-inf,
Leucoagaricus leucothites,Leucoagaricus leucothites commonly showing rough,-inf,-inf,
Leucoagaricus leucothites,a photo of the smooth parasol,-inf,-inf,
Leucoagaricus leucothites,a photograph of the smooth parasol,-inf,-inf,
Leucoagaricus leucothites,the smooth parasol mushroom,-inf,-inf,
Leucoagaricus leucothites,the smooth parasol fungus,-inf,-inf,
Leucoagaricus leucothites,photo of the smooth parasol mushroom,-inf,-inf,
Leucoagaricus leucothites,field guide photo of the smooth parasol,-inf,-inf,
Lobaria pulmonaria,Lobaria pulmonaria mushroom with black coloration,-inf,-inf,
Lobaria pulmonaria,mushroom displaying black tones,-inf,-inf,
Lobaria pulmonaria,black-colored Lobaria pulmonaria fungus,-inf,-inf,
Lobaria pulmonaria,photograph of black Lobaria pulmonaria,-inf,-inf,
Lobaria pulmonaria,Lobaria pulmonaria mushroom with gray coloration,-inf,-inf,
Lobaria pulmonaria,mushroom displaying gray tones,-inf,-inf,
Lobaria pulmonaria,gray-colored Lobaria pulmonaria fungus,-inf,-inf,
Lobaria pulmonaria,photograph of gray Lobaria pulmonaria,-inf,-inf,
Lobaria pulmonaria,Lobaria pulmonaria showing rough surface,-inf,-inf,
Lobaria pulmonaria,mushroom with rough cap texture,-inf,-inf,
Lobaria pulmonaria,rough Lobaria pulmonaria specimen,-inf,-inf,
Lobaria pulmonaria,Lobaria pulmonaria showing highly detailed surface,-inf,-inf,
